strain,sex,id,replicate,drug,dose,dosecode,cells,viability
129X1/SvJ,m,BEZ_202,2,BEZ235,0,ctrl,"T cells",98.92
129X1/SvJ,m,BEZ_203,3,BEZ235,0,ctrl,"T cells",106.46
129X1/SvJ,m,BEZ_204,4,BEZ235,0,ctrl,"T cells",93.43
129X1/SvJ,m,BEZ_209,1,BEZ235,0.046,A,"T cells",99.14
129X1/SvJ,m,BEZ_210,2,BEZ235,0.046,A,"T cells",96.34
129X1/SvJ,m,BEZ_211,3,BEZ235,0.046,A,"T cells",106.57
129X1/SvJ,m,BEZ_212,4,BEZ235,0.046,A,"T cells",95.26
129X1/SvJ,m,BEZ_213,1,BEZ235,0.137,B,"T cells",99.25
129X1/SvJ,m,BEZ_214,2,BEZ235,0.137,B,"T cells",98.82
129X1/SvJ,m,BEZ_215,3,BEZ235,0.137,B,"T cells",106.14
129X1/SvJ,m,BEZ_216,4,BEZ235,0.137,B,"T cells",96.66
129X1/SvJ,m,BEZ_221,1,BEZ235,1.235,C,"T cells",97.74
129X1/SvJ,m,BEZ_222,2,BEZ235,1.235,C,"T cells",97.52
129X1/SvJ,m,BEZ_223,3,BEZ235,1.235,C,"T cells",105.17
129X1/SvJ,m,BEZ_224,4,BEZ235,1.235,C,"T cells",95.26
129X1/SvJ,m,BEZ_229,1,BEZ235,11.111,D,"T cells",96.02
129X1/SvJ,m,BEZ_230,2,BEZ235,11.111,D,"T cells",99.78
129X1/SvJ,m,BEZ_231,3,BEZ235,11.111,D,"T cells",104.63
129X1/SvJ,m,BEZ_232,4,BEZ235,11.111,D,"T cells",91.07
129X1/SvJ,m,BEZ_237,1,BEZ235,100,E,"T cells",95.16
129X1/SvJ,m,BEZ_238,2,BEZ235,100,E,"T cells",97.85
129X1/SvJ,m,BEZ_239,3,BEZ235,100,E,"T cells",102.91
129X1/SvJ,m,BEZ_240,4,BEZ235,100,E,"T cells",88.81
129X1/SvJ,m,DOX_121,1,doxorubicin,0,ctrl,"B cells",102.70
129X1/SvJ,m,DOX_122,2,doxorubicin,0,ctrl,"B cells",95.58
129X1/SvJ,m,DOX_123,3,doxorubicin,0,ctrl,"B cells",95.36
129X1/SvJ,m,DOX_124,4,doxorubicin,0,ctrl,"B cells",106.36
129X1/SvJ,m,DOX_129,1,doxorubicin,0.046,A,"B cells",77.56
129X1/SvJ,m,DOX_130,2,doxorubicin,0.046,A,"B cells",94.07
129X1/SvJ,m,DOX_131,3,doxorubicin,0.046,A,"B cells",91.91
129X1/SvJ,m,DOX_132,4,doxorubicin,0.046,A,"B cells",89.86
129X1/SvJ,m,DOX_133,1,doxorubicin,0.137,B,"B cells",69.47
129X1/SvJ,m,DOX_134,2,doxorubicin,0.137,B,"B cells",52.64
129X1/SvJ,m,DOX_135,3,doxorubicin,0.137,B,"B cells",62.68
129X1/SvJ,m,DOX_136,4,doxorubicin,0.137,B,"B cells",63.97
129X1/SvJ,m,DOX_141,1,doxorubicin,1.235,C,"B cells",52.75
129X1/SvJ,m,DOX_142,2,doxorubicin,1.235,C,"B cells",65.16
129X1/SvJ,m,DOX_143,3,doxorubicin,1.235,C,"B cells",61.06
129X1/SvJ,m,DOX_144,4,doxorubicin,1.235,C,"B cells",53.07
129X1/SvJ,m,DOX_149,1,doxorubicin,11.111,D,"B cells",38.51
129X1/SvJ,m,DOX_150,2,doxorubicin,11.111,D,"B cells",34.20
129X1/SvJ,m,DOX_151,3,doxorubicin,11.111,D,"B cells",36.79
129X1/SvJ,m,DOX_152,4,doxorubicin,11.111,D,"B cells",24.81
129X1/SvJ,m,DOX_157,1,doxorubicin,100,E,"B cells",38.30
129X1/SvJ,m,DOX_158,2,doxorubicin,100,E,"B cells",26.97
129X1/SvJ,m,DOX_159,3,doxorubicin,100,E,"B cells",16.61
129X1/SvJ,m,DOX_160,4,doxorubicin,100,E,"B cells",11.76
129X1/SvJ,m,DOX_161,1,doxorubicin,0,ctrl,monocytes,100.39
129X1/SvJ,m,DOX_162,2,doxorubicin,0,ctrl,monocytes,102.37
129X1/SvJ,m,DOX_163,3,doxorubicin,0,ctrl,monocytes,100.83
129X1/SvJ,m,DOX_164,4,doxorubicin,0,ctrl,monocytes,96.42
129X1/SvJ,m,DOX_169,1,doxorubicin,0.046,A,monocytes,95.76
129X1/SvJ,m,DOX_170,2,doxorubicin,0.046,A,monocytes,91.36
129X1/SvJ,m,DOX_171,3,doxorubicin,0.046,A,monocytes,98.95
129X1/SvJ,m,DOX_172,4,doxorubicin,0.046,A,monocytes,102.04
129X1/SvJ,m,DOX_173,1,doxorubicin,0.137,B,monocytes,71.77
129X1/SvJ,m,DOX_174,2,doxorubicin,0.137,B,monocytes,74.63
129X1/SvJ,m,DOX_175,3,doxorubicin,0.137,B,monocytes,86.08
129X1/SvJ,m,DOX_176,4,doxorubicin,0.137,B,monocytes,89.38
129X1/SvJ,m,DOX_181,1,doxorubicin,1.235,C,monocytes,66.59
129X1/SvJ,m,DOX_182,2,doxorubicin,1.235,C,monocytes,63.84
129X1/SvJ,m,DOX_183,3,doxorubicin,1.235,C,monocytes,60.87
129X1/SvJ,m,DOX_184,4,doxorubicin,1.235,C,monocytes,72.54
129X1/SvJ,m,DOX_189,1,doxorubicin,11.111,D,monocytes,34.45
129X1/SvJ,m,DOX_190,2,doxorubicin,11.111,D,monocytes,54.60
129X1/SvJ,m,DOX_191,3,doxorubicin,11.111,D,monocytes,44.91
129X1/SvJ,m,DOX_192,4,doxorubicin,11.111,D,monocytes,53.27
129X1/SvJ,m,DOX_197,1,doxorubicin,100,E,monocytes,53.94
129X1/SvJ,m,DOX_198,2,doxorubicin,100,E,monocytes,56.91
129X1/SvJ,m,DOX_199,3,doxorubicin,100,E,monocytes,36.65
129X1/SvJ,m,DOX_200,4,doxorubicin,100,E,monocytes,24.11
129X1/SvJ,m,DOX_201,1,doxorubicin,0,ctrl,"T cells",97.64
129X1/SvJ,m,DOX_202,2,doxorubicin,0,ctrl,"T cells",92.34
129X1/SvJ,m,DOX_203,3,doxorubicin,0,ctrl,"T cells",104.53
129X1/SvJ,m,DOX_204,4,doxorubicin,0,ctrl,"T cells",105.49
129X1/SvJ,m,DOX_209,1,doxorubicin,0.046,A,"T cells",86.93
129X1/SvJ,m,DOX_210,2,doxorubicin,0.046,A,"T cells",85.45
129X1/SvJ,m,DOX_211,3,doxorubicin,0.046,A,"T cells",100.08
129X1/SvJ,m,DOX_212,4,doxorubicin,0.046,A,"T cells",95.94
129X1/SvJ,m,DOX_213,1,doxorubicin,0.137,B,"T cells",80.68
129X1/SvJ,m,DOX_214,2,doxorubicin,0.137,B,"T cells",79.09
129X1/SvJ,m,DOX_215,3,doxorubicin,0.137,B,"T cells",95.41
129X1/SvJ,m,DOX_216,4,doxorubicin,0.137,B,"T cells",83.12
129X1/SvJ,m,DOX_221,1,doxorubicin,1.235,C,"T cells",82.37
129X1/SvJ,m,DOX_222,2,doxorubicin,1.235,C,"T cells",77.18
129X1/SvJ,m,DOX_223,3,doxorubicin,1.235,C,"T cells",92.98
129X1/SvJ,m,DOX_224,4,doxorubicin,1.235,C,"T cells",79.72
129X1/SvJ,m,DOX_229,1,doxorubicin,11.111,D,"T cells",82.48
129X1/SvJ,m,DOX_230,2,doxorubicin,11.111,D,"T cells",79.62
129X1/SvJ,m,DOX_231,3,doxorubicin,11.111,D,"T cells",92.87
129X1/SvJ,m,DOX_232,4,doxorubicin,11.111,D,"T cells",83.33
129X1/SvJ,m,DOX_237,1,doxorubicin,100,E,"T cells",83.12
129X1/SvJ,m,DOX_238,2,doxorubicin,100,E,"T cells",86.93
129X1/SvJ,m,DOX_239,3,doxorubicin,100,E,"T cells",96.16
129X1/SvJ,m,DOX_240,4,doxorubicin,100,E,"T cells",93.72
129X1/SvJ,m,IDA_121,1,idarubicin,0,ctrl,"B cells",91.71
129X1/SvJ,m,IDA_122,2,idarubicin,0,ctrl,"B cells",90.89
129X1/SvJ,m,IDA_123,3,idarubicin,0,ctrl,"B cells",104.56
129X1/SvJ,m,IDA_124,4,idarubicin,0,ctrl,"B cells",112.85
129X1/SvJ,m,IDA_129,1,idarubicin,0.046,A,"B cells",92.06
129X1/SvJ,m,IDA_130,2,idarubicin,0.046,A,"B cells",88.67
129X1/SvJ,m,IDA_131,3,idarubicin,0.046,A,"B cells",107.13
129X1/SvJ,m,IDA_132,4,idarubicin,0.046,A,"B cells",79.79
129X1/SvJ,m,IDA_133,1,idarubicin,0.137,B,"B cells",72.78
129X1/SvJ,m,IDA_134,2,idarubicin,0.137,B,"B cells",84.00
129X1/SvJ,m,IDA_135,3,idarubicin,0.137,B,"B cells",87.62
129X1/SvJ,m,IDA_136,4,idarubicin,0.137,B,"B cells",72.20
129X1/SvJ,m,IDA_141,1,idarubicin,1.235,C,"B cells",62.15
129X1/SvJ,m,IDA_142,2,idarubicin,1.235,C,"B cells",51.52
129X1/SvJ,m,IDA_143,3,idarubicin,1.235,C,"B cells",51.17
129X1/SvJ,m,IDA_144,4,idarubicin,1.235,C,"B cells",61.21
129X1/SvJ,m,IDA_149,1,idarubicin,11.111,D,"B cells",41.59
129X1/SvJ,m,IDA_150,2,idarubicin,11.111,D,"B cells",48.01
129X1/SvJ,m,IDA_151,3,idarubicin,11.111,D,"B cells",69.51
129X1/SvJ,m,IDA_152,4,idarubicin,11.111,D,"B cells",76.17
129X1/SvJ,m,IDA_157,1,idarubicin,100,E,"B cells",2.15
129X1/SvJ,m,IDA_158,2,idarubicin,100,E,"B cells",8.42
129X1/SvJ,m,IDA_159,3,idarubicin,100,E,"B cells",2.52
129X1/SvJ,m,IDA_160,4,idarubicin,100,E,"B cells",1.81
129X1/SvJ,m,IDA_161,1,idarubicin,0,ctrl,monocytes,100.46
129X1/SvJ,m,IDA_162,2,idarubicin,0,ctrl,monocytes,95.24
129X1/SvJ,m,IDA_163,3,idarubicin,0,ctrl,monocytes,102.53
129X1/SvJ,m,IDA_164,4,idarubicin,0,ctrl,monocytes,101.77
129X1/SvJ,m,IDA_169,1,idarubicin,0.046,A,monocytes,96.00
129X1/SvJ,m,IDA_170,2,idarubicin,0.046,A,monocytes,96.76
129X1/SvJ,m,IDA_171,3,idarubicin,0.046,A,monocytes,103.18
129X1/SvJ,m,IDA_172,4,idarubicin,0.046,A,monocytes,101.33
129X1/SvJ,m,IDA_173,1,idarubicin,0.137,B,monocytes,96.54
129X1/SvJ,m,IDA_174,2,idarubicin,0.137,B,monocytes,98.18
129X1/SvJ,m,IDA_175,3,idarubicin,0.137,B,monocytes,99.70
129X1/SvJ,m,IDA_176,4,idarubicin,0.137,B,monocytes,93.28
129X1/SvJ,m,IDA_181,1,idarubicin,1.235,C,monocytes,58.23
129X1/SvJ,m,IDA_182,2,idarubicin,1.235,C,monocytes,66.29
129X1/SvJ,m,IDA_183,3,idarubicin,1.235,C,monocytes,67.37
129X1/SvJ,m,IDA_184,4,idarubicin,1.235,C,monocytes,72.16
129X1/SvJ,m,IDA_189,1,idarubicin,11.111,D,monocytes,44.95
129X1/SvJ,m,IDA_190,2,idarubicin,11.111,D,monocytes,54.42
129X1/SvJ,m,IDA_191,3,idarubicin,11.111,D,monocytes,58.56
129X1/SvJ,m,IDA_192,4,idarubicin,11.111,D,monocytes,63.89
129X1/SvJ,m,IDA_197,1,idarubicin,100,E,monocytes,19.05
129X1/SvJ,m,IDA_198,2,idarubicin,100,E,monocytes,22.64
129X1/SvJ,m,IDA_199,3,idarubicin,100,E,monocytes,30.48
129X1/SvJ,m,IDA_200,4,idarubicin,100,E,monocytes,42.23
129X1/SvJ,m,IDA_201,1,idarubicin,0,ctrl,"T cells",101.93
129X1/SvJ,m,IDA_202,2,idarubicin,0,ctrl,"T cells",95.27
129X1/SvJ,m,IDA_203,3,idarubicin,0,ctrl,"T cells",106.23
129X1/SvJ,m,IDA_204,4,idarubicin,0,ctrl,"T cells",96.56
129X1/SvJ,m,IDA_209,1,idarubicin,0.046,A,"T cells",97.31
129X1/SvJ,m,IDA_210,2,idarubicin,0.046,A,"T cells",97.10
129X1/SvJ,m,IDA_211,3,idarubicin,0.046,A,"T cells",105.26
129X1/SvJ,m,IDA_212,4,idarubicin,0.046,A,"T cells",93.45
129X1/SvJ,m,IDA_213,1,idarubicin,0.137,B,"T cells",92.27
129X1/SvJ,m,IDA_214,2,idarubicin,0.137,B,"T cells",93.66
129X1/SvJ,m,IDA_215,3,idarubicin,0.137,B,"T cells",103.22
129X1/SvJ,m,IDA_216,4,idarubicin,0.137,B,"T cells",90.33
129X1/SvJ,m,IDA_221,1,idarubicin,1.235,C,"T cells",82.60
129X1/SvJ,m,IDA_222,2,idarubicin,1.235,C,"T cells",80.88
129X1/SvJ,m,IDA_223,3,idarubicin,1.235,C,"T cells",90.23
129X1/SvJ,m,IDA_224,4,idarubicin,1.235,C,"T cells",77.87
129X1/SvJ,m,IDA_229,1,idarubicin,11.111,D,"T cells",29.00
129X1/SvJ,m,IDA_230,2,idarubicin,11.111,D,"T cells",29.86
129X1/SvJ,m,IDA_231,3,idarubicin,11.111,D,"T cells",44.90
129X1/SvJ,m,IDA_232,4,idarubicin,11.111,D,"T cells",35.55
129X1/SvJ,m,IDA_237,1,idarubicin,100,E,"T cells",1.59
129X1/SvJ,m,IDA_238,2,idarubicin,100,E,"T cells",1.82
129X1/SvJ,m,IDA_239,3,idarubicin,100,E,"T cells",1.05
129X1/SvJ,m,IDA_240,4,idarubicin,100,E,"T cells",3.40
129X1/SvJ,m,SEL_121,1,selumetinib,0,ctrl,"B cells",104.09
129X1/SvJ,m,SEL_122,2,selumetinib,0,ctrl,"B cells",102.00
129X1/SvJ,m,SEL_123,3,selumetinib,0,ctrl,"B cells",110.61
129X1/SvJ,m,SEL_124,4,selumetinib,0,ctrl,"B cells",83.30
129X1/SvJ,m,SEL_129,1,selumetinib,0.046,A,"B cells",76.65
129X1/SvJ,m,SEL_130,2,selumetinib,0.046,A,"B cells",114.55
129X1/SvJ,m,SEL_131,3,selumetinib,0.046,A,"B cells",112.33
129X1/SvJ,m,SEL_132,4,selumetinib,0.046,A,"B cells",116.15
129X1/SvJ,m,SEL_133,1,selumetinib,0.137,B,"B cells",97.82
129X1/SvJ,m,SEL_134,2,selumetinib,0.137,B,"B cells",114.92
129X1/SvJ,m,SEL_135,3,selumetinib,0.137,B,"B cells",108.77
129X1/SvJ,m,SEL_136,4,selumetinib,0.137,B,"B cells",82.07
129X1/SvJ,m,SEL_141,1,selumetinib,1.235,C,"B cells",105.81
129X1/SvJ,m,SEL_142,2,selumetinib,1.235,C,"B cells",101.14
129X1/SvJ,m,SEL_143,3,selumetinib,1.235,C,"B cells",114.18
129X1/SvJ,m,SEL_144,4,selumetinib,1.235,C,"B cells",91.17
129X1/SvJ,m,SEL_149,1,selumetinib,11.111,D,"B cells",91.29
129X1/SvJ,m,SEL_150,2,selumetinib,11.111,D,"B cells",96.22
129X1/SvJ,m,SEL_151,3,selumetinib,11.111,D,"B cells",111.72
129X1/SvJ,m,SEL_152,4,selumetinib,11.111,D,"B cells",92.89
129X1/SvJ,m,SEL_157,1,selumetinib,100,E,"B cells",80.71
129X1/SvJ,m,SEL_158,2,selumetinib,100,E,"B cells",91.91
129X1/SvJ,m,SEL_159,3,selumetinib,100,E,"B cells",113.07
129X1/SvJ,m,SEL_160,4,selumetinib,100,E,"B cells",88.71
129X1/SvJ,m,SEL_161,1,selumetinib,0,ctrl,monocytes,97.75
129X1/SvJ,m,SEL_162,2,selumetinib,0,ctrl,monocytes,99.89
129X1/SvJ,m,SEL_163,3,selumetinib,0,ctrl,monocytes,103.53
129X1/SvJ,m,SEL_164,4,selumetinib,0,ctrl,monocytes,98.82
129X1/SvJ,m,SEL_169,1,selumetinib,0.046,A,monocytes,97.33
129X1/SvJ,m,SEL_170,2,selumetinib,0.046,A,monocytes,103.53
129X1/SvJ,m,SEL_171,3,selumetinib,0.046,A,monocytes,100.43
129X1/SvJ,m,SEL_172,4,selumetinib,0.046,A,monocytes,94.87
129X1/SvJ,m,SEL_173,1,selumetinib,0.137,B,monocytes,94.12
129X1/SvJ,m,SEL_174,2,selumetinib,0.137,B,monocytes,101.39
129X1/SvJ,m,SEL_175,3,selumetinib,0.137,B,monocytes,100.43
129X1/SvJ,m,SEL_176,4,selumetinib,0.137,B,monocytes,99.14
129X1/SvJ,m,SEL_181,1,selumetinib,1.235,C,monocytes,96.79
129X1/SvJ,m,SEL_182,2,selumetinib,1.235,C,monocytes,98.82
129X1/SvJ,m,SEL_183,3,selumetinib,1.235,C,monocytes,100.00
129X1/SvJ,m,SEL_184,4,selumetinib,1.235,C,monocytes,100.21
129X1/SvJ,m,SEL_189,1,selumetinib,11.111,D,monocytes,93.16
129X1/SvJ,m,SEL_190,2,selumetinib,11.111,D,monocytes,93.16
129X1/SvJ,m,SEL_191,3,selumetinib,11.111,D,monocytes,102.03
129X1/SvJ,m,SEL_192,4,selumetinib,11.111,D,monocytes,95.19
129X1/SvJ,m,SEL_197,1,selumetinib,100,E,monocytes,84.60
129X1/SvJ,m,SEL_198,2,selumetinib,100,E,monocytes,85.88
129X1/SvJ,m,SEL_199,3,selumetinib,100,E,monocytes,95.94
129X1/SvJ,m,SEL_200,4,selumetinib,100,E,monocytes,86.63
129X1/SvJ,m,SEL_201,1,selumetinib,0,ctrl,"T cells",101.82
129X1/SvJ,m,SEL_202,2,selumetinib,0,ctrl,"T cells",101.60
129X1/SvJ,m,SEL_203,3,selumetinib,0,ctrl,"T cells",106.70
129X1/SvJ,m,SEL_204,4,selumetinib,0,ctrl,"T cells",89.88
129X1/SvJ,m,SEL_209,1,selumetinib,0.046,A,"T cells",98.56
129X1/SvJ,m,SEL_210,2,selumetinib,0.046,A,"T cells",102.47
129X1/SvJ,m,SEL_211,3,selumetinib,0.046,A,"T cells",106.70
129X1/SvJ,m,SEL_212,4,selumetinib,0.046,A,"T cells",97.37
129X1/SvJ,m,SEL_213,1,selumetinib,0.137,B,"T cells",100.73
129X1/SvJ,m,SEL_214,2,selumetinib,0.137,B,"T cells",102.14
129X1/SvJ,m,SEL_215,3,selumetinib,0.137,B,"T cells",106.92
129X1/SvJ,m,SEL_216,4,selumetinib,0.137,B,"T cells",94.76
129X1/SvJ,m,SEL_221,1,selumetinib,1.235,C,"T cells",99.76
129X1/SvJ,m,SEL_222,2,selumetinib,1.235,C,"T cells",103.01
129X1/SvJ,m,SEL_223,3,selumetinib,1.235,C,"T cells",107.90
129X1/SvJ,m,SEL_224,4,selumetinib,1.235,C,"T cells",95.85
129X1/SvJ,m,SEL_229,1,selumetinib,11.111,D,"T cells",96.61
129X1/SvJ,m,SEL_230,2,selumetinib,11.111,D,"T cells",99.00
129X1/SvJ,m,SEL_231,3,selumetinib,11.111,D,"T cells",107.14
129X1/SvJ,m,SEL_232,4,selumetinib,11.111,D,"T cells",90.42
129X1/SvJ,m,SEL_237,1,selumetinib,100,E,"T cells",95.20
129X1/SvJ,m,SEL_238,2,selumetinib,100,E,"T cells",98.67
129X1/SvJ,m,SEL_239,3,selumetinib,100,E,"T cells",107.79
129X1/SvJ,m,SEL_240,4,selumetinib,100,E,"T cells",88.79
A/J,m,BEZ_241,1,BEZ235,0,ctrl,"B cells",92.90
A/J,m,BEZ_242,2,BEZ235,0,ctrl,"B cells",102.75
A/J,m,BEZ_243,3,BEZ235,0,ctrl,"B cells",104.32
A/J,m,BEZ_244,4,BEZ235,0,ctrl,"B cells",100.04
A/J,m,BEZ_249,1,BEZ235,0.046,A,"B cells",103.75
A/J,m,BEZ_250,2,BEZ235,0.046,A,"B cells",104.89
A/J,m,BEZ_251,3,BEZ235,0.046,A,"B cells",110.02
A/J,m,BEZ_252,4,BEZ235,0.046,A,"B cells",102.60
A/J,m,BEZ_253,1,BEZ235,0.137,B,"B cells",105.03
A/J,m,BEZ_254,2,BEZ235,0.137,B,"B cells",101.61
A/J,m,BEZ_255,3,BEZ235,0.137,B,"B cells",101.61
A/J,m,BEZ_256,4,BEZ235,0.137,B,"B cells",101.61
A/J,m,BEZ_261,1,BEZ235,1.235,C,"B cells",91.90
A/J,m,BEZ_262,2,BEZ235,1.235,C,"B cells",89.33
A/J,m,BEZ_263,3,BEZ235,1.235,C,"B cells",86.19
A/J,m,BEZ_264,4,BEZ235,1.235,C,"B cells",89.33
A/J,m,BEZ_269,1,BEZ235,11.111,D,"B cells",85.62
A/J,m,BEZ_270,2,BEZ235,11.111,D,"B cells",94.76
A/J,m,BEZ_271,3,BEZ235,11.111,D,"B cells",100.75
A/J,m,BEZ_272,4,BEZ235,11.111,D,"B cells",79.34
A/J,m,BEZ_277,1,BEZ235,100,E,"B cells",80.20
A/J,m,BEZ_278,2,BEZ235,100,E,"B cells",101.32
A/J,m,BEZ_279,3,BEZ235,100,E,"B cells",76.77
A/J,m,BEZ_280,4,BEZ235,100,E,"B cells",63.36
A/J,m,BEZ_281,1,BEZ235,0,ctrl,monocytes,94.40
A/J,m,BEZ_282,2,BEZ235,0,ctrl,monocytes,98.24
A/J,m,BEZ_283,3,BEZ235,0,ctrl,monocytes,110.02
A/J,m,BEZ_284,4,BEZ235,0,ctrl,monocytes,97.34
A/J,m,BEZ_289,1,BEZ235,0.046,A,monocytes,104.64
A/J,m,BEZ_290,2,BEZ235,0.046,A,monocytes,109.38
A/J,m,BEZ_291,3,BEZ235,0.046,A,monocytes,93.76
A/J,m,BEZ_292,4,BEZ235,0.046,A,monocytes,88.50
A/J,m,BEZ_293,1,BEZ235,0.137,B,monocytes,108.87
A/J,m,BEZ_294,2,BEZ235,0.137,B,monocytes,108.36
A/J,m,BEZ_295,3,BEZ235,0.137,B,monocytes,91.32
A/J,m,BEZ_296,4,BEZ235,0.137,B,monocytes,95.29
A/J,m,BEZ_301,1,BEZ235,1.235,C,monocytes,113.35
A/J,m,BEZ_302,2,BEZ235,1.235,C,monocytes,99.78
A/J,m,BEZ_303,3,BEZ235,1.235,C,monocytes,99.01
A/J,m,BEZ_304,4,BEZ235,1.235,C,monocytes,97.85
A/J,m,BEZ_309,1,BEZ235,11.111,D,monocytes,89.02
A/J,m,BEZ_310,2,BEZ235,11.111,D,monocytes,94.65
A/J,m,BEZ_311,3,BEZ235,11.111,D,monocytes,72.88
A/J,m,BEZ_312,4,BEZ235,11.111,D,monocytes,76.46
A/J,m,BEZ_317,1,BEZ235,100,E,monocytes,56.87
A/J,m,BEZ_318,2,BEZ235,100,E,monocytes,70.19
A/J,m,BEZ_319,3,BEZ235,100,E,monocytes,51.36
A/J,m,BEZ_320,4,BEZ235,100,E,monocytes,40.35
A/J,m,BEZ_321,1,BEZ235,0,ctrl,"T cells",100.53
A/J,m,BEZ_322,2,BEZ235,0,ctrl,"T cells",99.42
A/J,m,BEZ_323,3,BEZ235,0,ctrl,"T cells",102.18
A/J,m,BEZ_324,4,BEZ235,0,ctrl,"T cells",97.87
A/J,m,BEZ_329,1,BEZ235,0.046,A,"T cells",100.30
A/J,m,BEZ_330,2,BEZ235,0.046,A,"T cells",101.19
A/J,m,BEZ_331,3,BEZ235,0.046,A,"T cells",99.53
A/J,m,BEZ_332,4,BEZ235,0.046,A,"T cells",98.65
A/J,m,BEZ_333,1,BEZ235,0.137,B,"T cells",99.53
A/J,m,BEZ_334,2,BEZ235,0.137,B,"T cells",100.97
A/J,m,BEZ_335,3,BEZ235,0.137,B,"T cells",97.65
A/J,m,BEZ_336,4,BEZ235,0.137,B,"T cells",99.20
A/J,m,BEZ_341,1,BEZ235,1.235,C,"T cells",99.97
A/J,m,BEZ_342,2,BEZ235,1.235,C,"T cells",97.76
A/J,m,BEZ_343,3,BEZ235,1.235,C,"T cells",98.09
A/J,m,BEZ_344,4,BEZ235,1.235,C,"T cells",98.53
A/J,m,BEZ_349,1,BEZ235,11.111,D,"T cells",101.96
A/J,m,BEZ_350,2,BEZ235,11.111,D,"T cells",98.76
A/J,m,BEZ_351,3,BEZ235,11.111,D,"T cells",99.53
A/J,m,BEZ_352,4,BEZ235,11.111,D,"T cells",97.10
A/J,m,BEZ_357,1,BEZ235,100,E,"T cells",95.11
A/J,m,BEZ_358,2,BEZ235,100,E,"T cells",99.53
A/J,m,BEZ_359,3,BEZ235,100,E,"T cells",99.53
A/J,m,BEZ_360,4,BEZ235,100,E,"T cells",97.10
A/J,m,DOX_241,1,doxorubicin,0,ctrl,"B cells",78.68
A/J,m,DOX_242,2,doxorubicin,0,ctrl,"B cells",103.85
A/J,m,DOX_243,3,doxorubicin,0,ctrl,"B cells",96.76
A/J,m,DOX_244,4,doxorubicin,0,ctrl,"B cells",120.71
A/J,m,DOX_249,1,doxorubicin,0.046,A,"B cells",75.02
A/J,m,DOX_250,2,doxorubicin,0.046,A,"B cells",88.09
A/J,m,DOX_251,3,doxorubicin,0.046,A,"B cells",106.66
A/J,m,DOX_252,4,doxorubicin,0.046,A,"B cells",95.91
A/J,m,DOX_253,1,doxorubicin,0.137,B,"B cells",81.49
A/J,m,DOX_254,2,doxorubicin,0.137,B,"B cells",76.85
A/J,m,DOX_255,3,doxorubicin,0.137,B,"B cells",89.92
A/J,m,DOX_256,4,doxorubicin,0.137,B,"B cells",78.44
A/J,m,DOX_261,1,doxorubicin,1.235,C,"B cells",53.15
A/J,m,DOX_262,2,doxorubicin,1.235,C,"B cells",62.55
A/J,m,DOX_263,3,doxorubicin,1.235,C,"B cells",66.22
A/J,m,DOX_264,4,doxorubicin,1.235,C,"B cells",59.50
A/J,m,DOX_269,1,doxorubicin,11.111,D,"B cells",25.29
A/J,m,DOX_270,2,doxorubicin,11.111,D,"B cells",36.16
A/J,m,DOX_271,3,doxorubicin,11.111,D,"B cells",38.73
A/J,m,DOX_272,4,doxorubicin,11.111,D,"B cells",25.78
A/J,m,DOX_277,1,doxorubicin,100,E,"B cells",11.41
A/J,m,DOX_278,2,doxorubicin,100,E,"B cells",11.23
A/J,m,DOX_279,3,doxorubicin,100,E,"B cells",16.98
A/J,m,DOX_280,4,doxorubicin,100,E,"B cells",7.51
A/J,m,DOX_281,1,doxorubicin,0,ctrl,monocytes,99.94
A/J,m,DOX_282,2,doxorubicin,0,ctrl,monocytes,99.38
A/J,m,DOX_283,3,doxorubicin,0,ctrl,monocytes,91.94
A/J,m,DOX_284,4,doxorubicin,0,ctrl,monocytes,108.73
A/J,m,DOX_289,1,doxorubicin,0.046,A,monocytes,80.00
A/J,m,DOX_290,2,doxorubicin,0.046,A,monocytes,81.35
A/J,m,DOX_291,3,doxorubicin,0.046,A,monocytes,88.56
A/J,m,DOX_292,4,doxorubicin,0.046,A,monocytes,95.44
A/J,m,DOX_293,1,doxorubicin,0.137,B,monocytes,77.75
A/J,m,DOX_294,2,doxorubicin,0.137,B,monocytes,59.27
A/J,m,DOX_295,3,doxorubicin,0.137,B,monocytes,59.04
A/J,m,DOX_296,4,doxorubicin,0.137,B,monocytes,77.52
A/J,m,DOX_301,1,doxorubicin,1.235,C,monocytes,41.24
A/J,m,DOX_302,2,doxorubicin,1.235,C,monocytes,39.32
A/J,m,DOX_303,3,doxorubicin,1.235,C,monocytes,40.11
A/J,m,DOX_304,4,doxorubicin,1.235,C,monocytes,44.39
A/J,m,DOX_309,1,doxorubicin,11.111,D,monocytes,26.93
A/J,m,DOX_310,2,doxorubicin,11.111,D,monocytes,14.65
A/J,m,DOX_311,3,doxorubicin,11.111,D,monocytes,17.92
A/J,m,DOX_312,4,doxorubicin,11.111,D,monocytes,20.28
A/J,m,DOX_317,1,doxorubicin,100,E,monocytes,17.24
A/J,m,DOX_318,2,doxorubicin,100,E,monocytes,10.73
A/J,m,DOX_319,3,doxorubicin,100,E,monocytes,13.75
A/J,m,DOX_320,4,doxorubicin,100,E,monocytes,24.00
A/J,m,DOX_321,1,doxorubicin,0,ctrl,"T cells",97.23
